Repository 1	Repository 2	# people
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-infrastructure-jenkins-agent]	2
[epam / edp-ddm-architecture]	[epam / edp-ddm-liquibase-ddm-ext]	2
[epam / edp-ddm-monitoring]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-pgadmin-chart]	[epam / edp-ddm-redash-chart]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-dataplatform-jenkins-agent]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-form-schema-provider]	2
[epam / edp-ddm-redash-chart]	[epam / edp-ddm-user-management]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-ceph-client]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-platform-minio]	2
[epam / edp-ddm-platform-vault]	[epam / edp-ddm-dataplatform-jenkins-agent]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-geo-server]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-process-history-service-persistence]	2
[epam / edp-ddm-cluster-kafka-operator]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-cluster-kafka-operator]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-platform-vault]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-form-schema-provider]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-registry-regulations-publication-pipeline]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-bpms]	2
[epam / edp-ddm-backup-management]	[epam / edp-ddm-bp-admin-portal]	2
[epam / edp-ddm-backup-management]	[epam / edp-ddm-redis-sentinel]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-registry-regulations-validator-cli]	2
[epam / edp-ddm-control-plane-nexus]	[epam / edp-ddm-file-storage]	2
[epam / edp-ddm-control-plane-nexus]	[epam / edp-ddm-process-history-service-persistence]	2
[epam / ember-algo-sample]	[epam / ember-java-client]	2
[epam / edp-ddm-excerpt-worker-docx]	[epam / edp-ddm-liquibase-ddm-ext]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-control-plane-console]	2
[epam / edp-ddm-excerpt-worker-docx]	[epam / edp-ddm-strimzi-kafka-operator]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-platform-minio]	2
[epam / edp-ddm-logging]	[epam / edp-ddm-registry-regulations-publication-pipeline]	2
[epam / ai-dial-ci]	[epam / ai-dial]	2
[epam / edp-ddm-form-submission-validation]	[epam / edp-ddm-strimzi-kafka-operator]	2
[epam / edp-ddm-notification-service]	[epam / edp-ddm-pgadmin-chart]	2
[epam / edp-ddm-kong]	[epam / edp-ddm-bp-admin-portal]	2
[epam / edp-ddm-platform-gateway]	[epam / edp-ddm-strimzi-kafka-operator]	2
[epam / edp-ddm-registry-regulations-publication-pipeline]	[epam / edp-ddm-geo-server]	2
[epam / edp-ddm-excerpt-worker-csv]	[epam / edp-ddm-wiremock]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-liquibase-ddm-ext]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-ceph-client]	2
[epam / edp-ddm-dataplatform-jenkins-agent]	[epam / edp-ddm-nexus]	2
[epam / ai-dial-helm]	[epam / ai-dial-ci]	2
[epam / ember-algo-sample]	[epam / ember-risk-sample]	2
[epam / edp-ddm-redis-sentinel]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / edp-ddm-notification-service]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-bpms]	[epam / edp-ddm-process-history-service-persistence]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-platform-minio]	2
[epam / edp-ddm-bp-webservice-gateway]	[epam / edp-ddm-file-storage]	2
[epam / edp-ddm-monitoring]	[epam / edp-ddm-geo-server]	2
[epam / edp-ddm-backup-management]	[epam / edp-ddm-bpms]	2
[epam / edp-ddm-kong]	[epam / edp-ddm-redis-operator]	2
[epam / edp-ddm-strimzi-kafka-operator]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-kong]	2
[epam / edp-ddm-form-schema-provider]	[epam / edp-ddm-kong]	2
[epam / edp-ddm-kong]	[epam / edp-ddm-platform-minio]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-service-generation-utility]	2
[epam / edp-ddm-smtp-server]	[epam / edp-ddm-backup-management]	2
[epam / ember-risk-sample]	[epam / ember-java-client]	2
[epam / edp-ddm-platform-gateway]	[epam / edp-ddm-dataplatform-jenkins-agent]	2
[epam / syndicate-rule-engine]	[epam / ecc-gcp-rulepack]	2
[epam / edp-ddm-geo-server]	[epam / edp-ddm-process-history-service-persistence]	2
[epam / edp-ddm-logging]	[epam / edp-ddm-liquibase-ddm-ext]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-redis-operator]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-form-schema-provider]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-file-storage]	2
[epam / edp-ddm-smtp-server]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-language-server]	[epam / edp-ddm-bp-webservice-gateway]	2
[epam / ai-dial-helm]	[epam / ai-dial]	2
[epam / edp-ddm-file-storage]	[epam / edp-ddm-wiremock]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-cluster-kafka-operator]	2
[epam / edp-ddm-smtp-server]	[epam / edp-ddm-excerpt-worker-docx]	2
[epam / edp-ddm-user-management]	[epam / edp-ddm-platform-minio]	2
[epam / edp-ddm-form-schema-provider]	[epam / edp-ddm-nexus]	2
[epam / edp-ddm-redash-chart]	[epam / edp-ddm-cluster-kafka-operator]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-excerpt-worker-docx]	2
[epam / edp-ddm-cluster-kafka-operator]	[epam / edp-ddm-user-management]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-redis-operator]	[epam / edp-ddm-dataplatform-jenkins-agent]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-file-storage]	2
[epam / edp-ddm-bp-admin-portal]	[epam / edp-ddm-process-history-service-persistence]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-bpms]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-kong-admin-tools]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-pgadmin-chart]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / edp-ddm-smtp-server]	[epam / edp-ddm-architecture]	2
[epam / edp-ddm-pgadmin-chart]	[epam / edp-ddm-report-exporter]	2
[epam / edp-ddm-geo-server]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-pgadmin-chart]	[epam / edp-ddm-language-server]	2
[epam / edp-ddm-excerpt-worker-docx]	[epam / edp-ddm-registry-regulations-publication-pipeline]	2
[epam / edp-ddm-cluster-kafka-operator]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-excerpt-worker]	2
[epam / edp-ddm-user-management]	[epam / edp-ddm-process-history-service-persistence]	2
[epam / edp-ddm-language-server]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-bp-admin-portal]	[epam / edp-ddm-platform-minio]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-process-history-service-persistence]	2
[epam / TimeBaseGrafanaPlugin]	[epam / TimebaseCryptoConnectors]	2
[epam / ai-dial-adapter-dial]	[epam / ai-dial-chat-themes]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-registry-regulations-validator-cli]	2
[epam / edp-ddm-architecture]	[epam / edp-ddm-cluster-kafka-operator]	2
[epam / edp-ddm-report-exporter]	[epam / edp-ddm-language-server]	2
[epam / edp-ddm-bp-admin-portal]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-registry-regulations-validator-cli]	[epam / edp-ddm-kong]	2
[epam / edp-ddm-platform-vault]	[epam / edp-ddm-excerpt-worker-docx]	2
[epam / edp-ddm-process-history-service-persistence]	[epam / edp-ddm-platform-minio]	2
[epam / edp-ddm-architecture]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-strimzi-kafka-operator]	[epam / edp-ddm-dataplatform-jenkins-agent]	2
[epam / edp-ddm-pgadmin-chart]	[epam / edp-ddm-platform-vault]	2
[epam / edp-ddm-excerpt-worker-docx]	[epam / edp-ddm-bp-admin-portal]	2
[epam / edp-ddm-kong]	[epam / edp-ddm-bpms]	2
[epam / edp-ddm-geo-server]	[epam / edp-ddm-wiremock]	2
[epam / ai-dial-analytics-realtime]	[epam / ai-dial-chat-themes]	2
[epam / edp-ddm-geo-server]	[epam / edp-ddm-nexus]	2
[epam / edp-ddm-control-plane-nexus]	[epam / edp-ddm-nexus]	2
[epam / edp-ddm-monitoring]	[epam / edp-ddm-kong]	2
[epam / edp-ddm-redash-chart]	[epam / edp-ddm-file-storage]	2
[epam / edp-ddm-logging]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-strimzi-kafka-operator]	2
[epam / edp-ddm-geo-server]	[epam / edp-ddm-redis-operator]	2
[epam / edp-ddm-platform-gateway]	[epam / edp-ddm-geo-server]	2
[epam / edp-ddm-platform-gateway]	[epam / edp-ddm-service-generation-utility]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-strimzi-kafka-operator]	2
[epam / edp-ddm-digital-document-service]	[epam / edp-ddm-bp-admin-portal]	2
[epam / edp-ddm-jenkins-operator]	[epam / edp-ddm-wiremock]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-report-exporter]	2
[epam / edp-ddm-platform-gateway]	[epam / edp-ddm-redis-sentinel]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-geo-server]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-platform-vault]	2
[epam / edp-ddm-digital-document-service]	[epam / edp-ddm-redash-chart]	2
[epam / edp-ddm-notification-service]	[epam / edp-ddm-cluster-kafka-operator]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-dataplatform-jenkins-agent]	2
[epam / edp-ddm-logging]	[epam / edp-ddm-redis-operator]	2
[epam / edp-ddm-cluster-kafka-operator]	[epam / edp-ddm-platform-minio]	2
[epam / edp-ddm-registry-regulations-validator-cli]	[epam / edp-ddm-digital-document-service]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-excerpt-worker]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-service-generation-utility]	2
[epam / edp-ddm-form-schema-provider]	[epam / edp-ddm-platform-minio]	2
[epam / edp-ddm-platform-vault]	[epam / edp-ddm-process-history-service-persistence]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-digital-document-service]	[epam / edp-ddm-report-exporter]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-dataplatform-jenkins-agent]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-platform-vault]	2
[epam / edp-ddm-smtp-server]	[epam / edp-ddm-redis-operator]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-excerpt-worker-docx]	2
[epam / edp-ddm-redis-sentinel]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-language-server]	[epam / edp-ddm-wiremock]	2
[epam / edp-ddm-smtp-server]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-control-plane-nexus]	2
[epam / edp-ddm-form-schema-provider]	[epam / edp-ddm-backup-management]	2
[epam / edp-ddm-form-schema-provider]	[epam / edp-ddm-wiremock]	2
[epam / edp-ddm-geo-server]	[epam / edp-ddm-bp-webservice-gateway]	2
[epam / edp-ddm-form-submission-validation]	[epam / edp-ddm-user-management]	2
[epam / edp-ddm-digital-document-service]	[epam / edp-ddm-redis-operator]	2
[epam / edp-ddm-bp-admin-portal]	[epam / edp-ddm-redis-operator]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-ceph-client]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-nexus]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-form-submission-validation]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-bp-webservice-gateway]	2
[epam / edp-ddm-platform-gateway]	[epam / edp-ddm-liquibase-ddm-ext]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-platform-gateway]	2
[epam / edp-ddm-architecture]	[epam / edp-ddm-registry-regulations-publication-pipeline]	2
[epam / edp-ddm-platform-minio]	[epam / edp-ddm-bp-webservice-gateway]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-bp-admin-portal]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-redis-operator]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / edp-ddm-notification-service]	[epam / edp-ddm-kong]	2
[epam / edp-ddm-kong]	[epam / edp-ddm-language-server]	2
[epam / edp-ddm-cluster-kafka-operator]	[epam / edp-ddm-wiremock]	2
[epam / edp-sonar-operator]	[epam / edp-nexus-operator]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-nexus]	2
[epam / edp-ddm-digital-document-service]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-architecture]	[epam / edp-tekton]	2
[epam / edp-ddm-smtp-server]	[epam / edp-ddm-notification-service]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-architecture]	2
[epam / ember-java-client]	[epam / ember-fix-mdg-sample-java]	2
[epam / edp-ddm-notification-service]	[epam / edp-ddm-nexus]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-jenkins-operator]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-dataplatform-jenkins-agent]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-language-server]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-user-management]	2
[epam / edp-ddm-kong]	[epam / edp-ddm-user-management]	2
[epam / edp-ddm-smtp-server]	[epam / edp-ddm-wiremock]	2
[epam / edp-ddm-platform-gateway]	[epam / edp-ddm-bp-webservice-gateway]	2
[epam / edp-ddm-registry-regulations-validator-cli]	[epam / edp-ddm-service-generation-utility]	2
[epam / edp-ddm-monitoring]	[epam / edp-ddm-platform-minio]	2
[epam / edp-ddm-registry-regulations-publication-pipeline]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / edp-ddm-logging]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-notification-service]	[epam / edp-ddm-registry-regulations-publication-pipeline]	2
[epam / edp-ddm-registry-regulations-validator-cli]	[epam / edp-ddm-nexus]	2
[epam / edp-tekton]	[epam / edp-sonar-operator]	2
[epam / modular-sdk]	[epam / ecc-openstack-rulepack]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-architecture]	[epam / edp-ddm-excerpt-worker-docx]	2
[epam / edp-ddm-bp-admin-portal]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-platform-vault]	[epam / edp-ddm-wiremock]	2
[epam / edp-ddm-architecture]	[epam / edp-ddm-strimzi-kafka-operator]	2
[epam / edp-ddm-pgadmin-chart]	[epam / edp-ddm-registry-regulations-publication-pipeline]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-bpms]	2
[epam / edp-ddm-user-management]	[epam / edp-ddm-dataplatform-jenkins-agent]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-report-exporter]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-bpms]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-cluster-kafka-operator]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-backup-management]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-redash-chart]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-logging]	2
[epam / edp-ddm-logging]	[epam / edp-ddm-strimzi-kafka-operator]	2
[epam / edp-ddm-kong]	[epam / edp-ddm-redash-chart]	2
[epam / edp-ddm-strimzi-kafka-operator]	[epam / edp-ddm-nexus]	2
[epam / edp-ddm-redash-chart]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / edp-ddm-registry-regulations-validator-cli]	[epam / edp-ddm-geo-server]	2
[epam / edp-install]	[epam / edp-sonar-operator]	2
[epam / edp-ddm-form-schema-provider]	[epam / edp-ddm-service-generation-utility]	2
[epam / edp-ddm-bp-admin-portal]	[epam / edp-ddm-strimzi-kafka-operator]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-digital-document-service]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-liquibase-ddm-ext]	2
[epam / edp-ddm-registry-regulations-publication-pipeline]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-monitoring]	[epam / edp-ddm-file-storage]	2
[epam / edp-ddm-excerpt-worker-docx]	[epam / edp-ddm-language-server]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-backup-management]	2
[epam / edp-ddm-registry-regulations-publication-pipeline]	[epam / edp-ddm-wiremock]	2
[epam / edp-ddm-kong]	[epam / edp-ddm-file-storage]	2
[epam / edp-ddm-bpms]	[epam / edp-ddm-redis-sentinel]	2
[epam / edp-ddm-dataplatform-jenkins-agent]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-redis-operator]	2
[epam / edp-ddm-pgadmin-chart]	[epam / edp-ddm-backup-management]	2
[epam / edp-ddm-nexus]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / edp-ddm-form-submission-validation]	[epam / edp-ddm-registry-regulations-publication-pipeline]	2
[epam / edp-ddm-form-submission-validation]	[epam / edp-ddm-notification-service]	2
[epam / edp-ddm-notification-service]	[epam / edp-ddm-liquibase-ddm-ext]	2
[epam / edp-ddm-report-exporter]	[epam / edp-ddm-bp-admin-portal]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-strimzi-kafka-operator]	2
[epam / edp-ddm-excerpt-worker-docx]	[epam / edp-ddm-bp-webservice-gateway]	2
[epam / edp-ddm-form-schema-provider]	[epam / edp-ddm-bpms]	2
[epam / edp-ddm-jenkins-operator]	[epam / edp-ddm-digital-document-service]	2
[epam / edp-ddm-backup-management]	[epam / edp-ddm-service-generation-utility]	2
[epam / edp-ddm-excerpt-worker-docx]	[epam / edp-ddm-bpms]	2
[epam / edp-ddm-form-schema-provider]	[epam / edp-ddm-dataplatform-jenkins-agent]	2
[epam / edp-ddm-kong]	[epam / edp-ddm-nexus]	2
[epam / edp-ddm-registry-regulations-publication-pipeline]	[epam / edp-ddm-redash-chart]	2
[epam / edp-ddm-report-exporter]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / edp-ddm-registry-regulations-validator-cli]	[epam / edp-ddm-user-management]	2
[epam / edp-ddm-strimzi-kafka-operator]	[epam / edp-ddm-liquibase-ddm-ext]	2
[epam / edp-ddm-service-generation-utility]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-platform-gateway]	[epam / edp-ddm-pgadmin-chart]	2
[epam / edp-ddm-monitoring]	[epam / edp-ddm-bp-admin-portal]	2
[epam / edp-ddm-strimzi-kafka-operator]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-wiremock]	2
[epam / edp-ddm-liquibase-ddm-ext]	[epam / edp-ddm-bp-webservice-gateway]	2
[epam / edp-ddm-platform-minio]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-nexus]	[epam / edp-ddm-file-storage]	2
[epam / modular-sdk]	[epam / ecc-aws-rulepack]	2
[epam / edp-ddm-architecture]	[epam / edp-ddm-bp-webservice-gateway]	2
[epam / edp-ddm-control-plane-nexus]	[epam / edp-ddm-digital-document-service]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-bp-admin-portal]	2
[epam / edp-ddm-user-management]	[epam / edp-ddm-nexus]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-registry-regulations-validator-cli]	2
[epam / edp-ddm-form-submission-validation]	[epam / edp-ddm-excerpt-worker-docx]	2
[epam / edp-ddm-form-schema-provider]	[epam / edp-ddm-redash-chart]	2
[epam / edp-ddm-cluster-kafka-operator]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-smtp-server]	[epam / edp-ddm-report-exporter]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-service-generation-utility]	2
[epam / modular-cli]	[epam / ecc-kubernetes-rulepack]	2
[epam / edp-ddm-smtp-server]	[epam / edp-ddm-language-server]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-excerpt-service-api]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-redis-sentinel]	2
[epam / edp-ddm-logging]	[epam / edp-ddm-redash-chart]	2
[epam / edp-ddm-excerpt-service-api]	[epam / edp-ddm-logging]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-strimzi-kafka-operator]	2
[epam / edp-ddm-platform-gateway]	[epam / edp-ddm-ceph-client]	2
[epam / edp-ddm-liquibase-ddm-ext]	[epam / edp-ddm-platform-minio]	2
[epam / edp-ddm-registry-regulations-validator-cli]	[epam / edp-ddm-bpms]	2
[epam / edp-ddm-dataplatform-jenkins-agent]	[epam / edp-ddm-redis-sentinel]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-monitoring]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-platform-gateway]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-redis-sentinel]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-jenkins-operator]	2
[epam / edp-ddm-service-generation-utility]	[epam / edp-ddm-language-server]	2
[epam / edp-ddm-backup-management]	[epam / edp-ddm-strimzi-kafka-operator]	2
[epam / syndicate-rule-engine]	[epam / ecc-aws-rulepack]	2
[epam / edp-ddm-platform-vault]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-control-plane-gerrit]	[epam / edp-ddm-ceph-client]	2
[epam / edp-ddm-cluster-kafka-operator]	[epam / edp-ddm-liquibase-ddm-ext]	2
[epam / edp-ddm-platform-minio]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / edp-ddm-monitoring]	[epam / edp-ddm-report-exporter]	2
[epam / edp-ddm-jenkins-operator]	[epam / edp-ddm-file-storage]	2
[epam / ember-algo-sample]	[epam / ember-fix-mdg-sample-java]	2
[epam / edp-ddm-smtp-server]	[epam / edp-ddm-bp-admin-portal]	2
[epam / edp-ddm-form-submission-validation]	[epam / edp-ddm-control-plane-nexus]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-form-schema-provider]	2
[epam / edp-ddm-report-exporter]	[epam / edp-ddm-strimzi-kafka-operator]	2
[epam / edp-ddm-form-submission-validation]	[epam / edp-ddm-digital-document-service]	2
[epam / edp-ddm-registry-regulations-validator-cli]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-jenkins-operator]	[epam / edp-ddm-report-exporter]	2
[epam / edp-cd-pipeline-operator]	[epam / edp-sonar-operator]	2
[epam / edp-ddm-backup-management]	[epam / edp-ddm-bp-webservice-gateway]	2
[epam / edp-ddm-registry-regulations-publication-pipeline]	[epam / edp-ddm-redis-sentinel]	2
[epam / edp-ddm-language-server]	[epam / edp-ddm-file-storage]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-redis-operator]	2
[epam / edp-ddm-logging]	[epam / edp-ddm-bp-webservice-gateway]	2
[epam / edp-ddm-pgadmin-chart]	[epam / edp-ddm-user-management]	2
[epam / edp-ddm-form-schema-provider]	[epam / edp-ddm-process-history-service-api]	2
[epam / edp-ddm-bp-admin-portal]	[epam / edp-ddm-wiremock]	2
[epam / edp-ddm-monitoring]	[epam / edp-ddm-backup-management]	2
[epam / edp-ddm-notification-service]	[epam / edp-ddm-registry-regulations-validator-cli]	2
[epam / edp-ddm-dataplatform-jenkins-agent]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / edp-ddm-excerpt-worker-docx]	[epam / edp-ddm-backup-management]	2
[epam / edp-ddm-infrastructure-jenkins-agent]	[epam / edp-ddm-control-plane-console]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-bp-webservice-gateway]	2
[epam / edp-ddm-form-schema-provider]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / edp-ddm-excerpt-worker-docx]	[epam / edp-ddm-report-exporter]	2
[epam / edp-ddm-user-management]	[epam / edp-ddm-wiremock]	2
[epam / edp-ddm-redis-operator]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / edp-ddm-architecture]	[epam / edp-ddm-jenkins-operator]	2
[epam / edp-ddm-backup-management]	[epam / edp-ddm-nexus]	2
[epam / edp-ddm-redash-chart]	[epam / edp-ddm-registry-regulation-management]	2
[epam / edp-ddm-control-plane-console]	[epam / edp-ddm-digital-document-service]	2
[epam / edp-ddm-platform-vault]	[epam / edp-ddm-redash-chart]	2
[epam / edp-ddm-control-plane-nexus]	[epam / edp-ddm-registry-regulations-publication-pipeline]	2
[epam / edp-ddm-notification-service]	[epam / edp-ddm-bp-webservice-gateway]	2
[epam / edp-ddm-registry-postgres]	[epam / edp-ddm-ceph-client]	2
[epam / edp-ddm-language-server]	[epam / edp-ddm-excerpt-worker-csv]	2
[epam / ai-dial-interceptors-sdk]	[epam / ai-dial-ci]	2
[epam / edp-ddm-registry-regulations-validator-cli]	[epam / edp-ddm-cluster-kafka-operator]	2
[epam / edp-ddm-bp-admin-portal]	[epam / edp-ddm-user-management]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-notification-service]	2
[epam / edp-ddm-ceph-client]	[epam / edp-ddm-process-history-service-persistence]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-dataplatform-jenkins-agent]	2
[epam / edp-ddm-redash-chart]	[epam / edp-ddm-redis-sentinel]	2
[epam / edp-ddm-kong-admin-tools]	[epam / edp-ddm-jenkins-operator]	2
[epam / edp-ddm-backup-management]	[epam / edp-ddm-platform-minio]	2
[epam / edp-ddm-logging]	[epam / edp-ddm-jenkins-operator]	2
[epam / AIRUN-LLM-Benchmark-Results]	[epam / AIRUN-LLM-Benchmark]	2
[epam / edp-ddm-form-schema-provider]	[epam / edp-ddm-monitoring]	2
[epam / edp-ddm-notification-service]	[epam / edp-ddm-platform-vault]	2
[epam / edp-ddm-architecture]	[epam / edp-ddm-geo-server]	2
[epam / edp-ddm-digital-document-service]	[epam / edp-ddm-geo-server]	2
[epam / edp-ddm-notification-service]	[epam / edp-ddm-redis-operator]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-control-plane-nexus]	2
[epam / edp-ddm-excerpt-worker]	[epam / edp-ddm-kong]	2
[epam / edp-ddm-report-exporter]	[epam / edp-ddm-registry-configuration]	2
[epam / edp-ddm-registry-regulations-validator-cli]	[epam / edp-ddm-platform-minio]	2
